OrganisationID;OrganisationCode;OrganisationName;MetricName;Value;Text
40583;RFSDA;Chesterfield Royal Hospital;30 day survival rate;91.50%;91.50%
40583;RFSDA;Chesterfield Royal Hospital;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
40583;RFSDA;Chesterfield Royal Hospital;Data Quality;72%;of applicable cases included
40583;RFSDA;Chesterfield Royal Hospital;High risk patients transferred to critical care;95%;of high risk patients transferred, National average 87%
40583;RFSDA;Chesterfield Royal Hospital;Number of cases;121;cases
40583;RFSDA;Chesterfield Royal Hospital;Risk recorded before surgery;74%;of patients had risk recorded, National average 75%
40583;RFSDA;Chesterfield Royal Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
40650;RGM21;Royal Papworth Hospital;30 day survival rate;;
40650;RGM21;Royal Papworth Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
40650;RGM21;Royal Papworth Hospital;Data Quality;100%;of applicable cases included
40650;RGM21;Royal Papworth Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
40650;RGM21;Royal Papworth Hospital;Number of cases;9;cases
40650;RGM21;Royal Papworth Hospital;Risk recorded before surgery;22%;of patients had risk recorded, National average 75%
40650;RGM21;Royal Papworth Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;25%;of high risk surgeries supervised, National average 83%
40658;RGN80;Peterborough City Hospital;30 day survival rate;91.60%;91.60%
40658;RGN80;Peterborough City Hospital;Arrival time to theatre;84%;of patients arrived within appropriate time, National average 82%
40658;RGN80;Peterborough City Hospital;Data Quality;85%;of applicable cases included
40658;RGN80;Peterborough City Hospital;High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
40658;RGN80;Peterborough City Hospital;Number of cases;149;cases
40658;RGN80;Peterborough City Hospital;Risk recorded before surgery;82%;of patients had risk recorded, National average 75%
40658;RGN80;Peterborough City Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
40663;RGP75;James Paget University Hospital;30 day survival rate;83.90%;83.90%
40663;RGP75;James Paget University Hospital;Arrival time to theatre;87%;of patients arrived within appropriate time, National average 82%
40663;RGP75;James Paget University Hospital;Data Quality;65%;of applicable cases included
40663;RGP75;James Paget University Hospital;High risk patients transferred to critical care;84%;of high risk patients transferred, National average 87%
40663;RGP75;James Paget University Hospital;Number of cases;115;cases
40663;RGP75;James Paget University Hospital;Risk recorded before surgery;59%;of patients had risk recorded, National average 75%
40663;RGP75;James Paget University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;82%;of high risk surgeries supervised, National average 83%
40715;RGR50;West Suffolk Hospital;30 day survival rate;90.00%;90.00%
40715;RGR50;West Suffolk Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
40715;RGR50;West Suffolk Hospital;Data Quality;88%;of applicable cases included
40715;RGR50;West Suffolk Hospital;High risk patients transferred to critical care;88%;of high risk patients transferred, National average 87%
40715;RGR50;West Suffolk Hospital;Number of cases;167;cases
40715;RGR50;West Suffolk Hospital;Risk recorded before surgery;95%;of patients had risk recorded, National average 75%
40715;RGR50;West Suffolk Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;93%;of high risk surgeries supervised, National average 83%
40719;RGT01;Addenbrooke's;30 day survival rate;93.50%;93.50%
40719;RGT01;Addenbrooke's;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
40719;RGT01;Addenbrooke's;Data Quality;60%;of applicable cases included
40719;RGT01;Addenbrooke's;High risk patients transferred to critical care;89%;of high risk patients transferred, National average 87%
40719;RGT01;Addenbrooke's;Number of cases;167;cases
40719;RGT01;Addenbrooke's;Risk recorded before surgery;71%;of patients had risk recorded, National average 75%
40719;RGT01;Addenbrooke's;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;70%;of high risk surgeries supervised, National average 83%
40782;RH801;Royal Devon and Exeter Hospital (Wonford);30 day survival rate;90.50%;90.50%
40782;RH801;Royal Devon and Exeter Hospital (Wonford);Arrival time to theatre;76%;of patients arrived within appropriate time, National average 82%
40782;RH801;Royal Devon and Exeter Hospital (Wonford);Data Quality;86%;of applicable cases included
40782;RH801;Royal Devon and Exeter Hospital (Wonford);High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
40782;RH801;Royal Devon and Exeter Hospital (Wonford);Number of cases;190;cases
40782;RH801;Royal Devon and Exeter Hospital (Wonford);Risk recorded before surgery;55%;of patients had risk recorded, National average 75%
40782;RH801;Royal Devon and Exeter Hospital (Wonford);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;89%;of high risk surgeries supervised, National average 83%
40843;RHM01;Southampton General Hospital;30 day survival rate;93.00%;93.00%
40843;RHM01;Southampton General Hospital;Arrival time to theatre;72%;of patients arrived within appropriate time, National average 82%
40843;RHM01;Southampton General Hospital;Data Quality;98%;of applicable cases included
40843;RHM01;Southampton General Hospital;High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
40843;RHM01;Southampton General Hospital;Number of cases;250;cases
40843;RHM01;Southampton General Hospital;Risk recorded before surgery;79%;of patients had risk recorded, National average 75%
40843;RHM01;Southampton General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;81%;of high risk surgeries supervised, National average 83%
40861;RHQNG;Northern General Hospital;30 day survival rate;91.40%;91.40%
40861;RHQNG;Northern General Hospital;Arrival time to theatre;77%;of patients arrived within appropriate time, National average 82%
40861;RHQNG;Northern General Hospital;Data Quality;44%;of applicable cases included
40861;RHQNG;Northern General Hospital;High risk patients transferred to critical care;87%;of high risk patients transferred, National average 87%
40861;RHQNG;Northern General Hospital;Number of cases;138;cases
40861;RHQNG;Northern General Hospital;Risk recorded before surgery;59%;of patients had risk recorded, National average 75%
40861;RHQNG;Northern General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;67%;of high risk surgeries supervised, National average 83%
40868;RHU03;Queen Alexandra Hospital;30 day survival rate;90.70%;90.70%
40868;RHU03;Queen Alexandra Hospital;Arrival time to theatre;78%;of patients arrived within appropriate time, National average 82%
40868;RHU03;Queen Alexandra Hospital;Data Quality;78%;of applicable cases included
40868;RHU03;Queen Alexandra Hospital;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
40868;RHU03;Queen Alexandra Hospital;Number of cases;230;cases
40868;RHU03;Queen Alexandra Hospital;Risk recorded before surgery;74%;of patients had risk recorded, National average 75%
40868;RHU03;Queen Alexandra Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;75%;of high risk surgeries supervised, National average 83%
40884;RHW01;Royal Berkshire Hospital;30 day survival rate;89.70%;89.70%
40884;RHW01;Royal Berkshire Hospital;Arrival time to theatre;91%;of patients arrived within appropriate time, National average 82%
40884;RHW01;Royal Berkshire Hospital;Data Quality;91%;of applicable cases included
40884;RHW01;Royal Berkshire Hospital;High risk patients transferred to critical care;87%;of high risk patients transferred, National average 87%
40884;RHW01;Royal Berkshire Hospital;Number of cases;198;cases
40884;RHW01;Royal Berkshire Hospital;Risk recorded before surgery;85%;of patients had risk recorded, National average 75%
40884;RHW01;Royal Berkshire Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
40919;RJ122;St Thomas';30 day survival rate;91.20%;91.20%
40919;RJ122;St Thomas';Arrival time to theatre;84%;of patients arrived within appropriate time, National average 82%
40919;RJ122;St Thomas';Data Quality;47%;of applicable cases included
40919;RJ122;St Thomas';High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
40919;RJ122;St Thomas';Number of cases;83;cases
40919;RJ122;St Thomas';Risk recorded before surgery;78%;of patients had risk recorded, National average 75%
40919;RJ122;St Thomas';Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;69%;of high risk surgeries supervised, National average 83%
40922;RJ224;University Hospital Lewisham;30 day survival rate;95.20%;95.20%
40922;RJ224;University Hospital Lewisham;Arrival time to theatre;80%;of patients arrived within appropriate time, National average 82%
40922;RJ224;University Hospital Lewisham;Data Quality;86%;of applicable cases included
40922;RJ224;University Hospital Lewisham;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
40922;RJ224;University Hospital Lewisham;Number of cases;51;cases
40922;RJ224;University Hospital Lewisham;Risk recorded before surgery;82%;of patients had risk recorded, National average 75%
40922;RJ224;University Hospital Lewisham;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;83%;of high risk surgeries supervised, National average 83%
40924;RJ611;Croydon University Hospital;30 day survival rate;98.10%;98.10%
40924;RJ611;Croydon University Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
40924;RJ611;Croydon University Hospital;Data Quality;75%;of applicable cases included
40924;RJ611;Croydon University Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
40924;RJ611;Croydon University Hospital;Number of cases;78;cases
40924;RJ611;Croydon University Hospital;Risk recorded before surgery;38%;of patients had risk recorded, National average 75%
40924;RJ611;Croydon University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;95%;of high risk surgeries supervised, National average 83%
40949;RJ701;St George's Hospital;30 day survival rate;90.50%;90.50%
40949;RJ701;St George's Hospital;Arrival time to theatre;76%;of patients arrived within appropriate time, National average 82%
40949;RJ701;St George's Hospital;Data Quality;100%;of applicable cases included
40949;RJ701;St George's Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
40949;RJ701;St George's Hospital;Number of cases;168;cases
40949;RJ701;St George's Hospital;Risk recorded before surgery;51%;of patients had risk recorded, National average 75%
40949;RJ701;St George's Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;88%;of high risk surgeries supervised, National average 83%
40975;RJC02;Warwick Hospital;30 day survival rate;91.80%;91.80%
40975;RJC02;Warwick Hospital;Arrival time to theatre;94%;of patients arrived within appropriate time, National average 82%
40975;RJC02;Warwick Hospital;Data Quality;85%;of applicable cases included
40975;RJC02;Warwick Hospital;High risk patients transferred to critical care;83%;of high risk patients transferred, National average 87%
40975;RJC02;Warwick Hospital;Number of cases;101;cases
40975;RJC02;Warwick Hospital;Risk recorded before surgery;72%;of patients had risk recorded, National average 75%
40975;RJC02;Warwick Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
41019;RJL30;Diana, Princess Of Wales Hospital;30 day survival rate;82.70%;82.70%
41019;RJL30;Diana, Princess Of Wales Hospital;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
41019;RJL30;Diana, Princess Of Wales Hospital;Data Quality;80%;of applicable cases included
41019;RJL30;Diana, Princess Of Wales Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
41019;RJL30;Diana, Princess Of Wales Hospital;Number of cases;98;cases
41019;RJL30;Diana, Princess Of Wales Hospital;Risk recorded before surgery;81%;of patients had risk recorded, National average 75%
41019;RJL30;Diana, Princess Of Wales Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;59%;of high risk surgeries supervised, National average 83%
41021;RJL32;Scunthorpe General Hospital;30 day survival rate;90.60%;90.60%
41021;RJL32;Scunthorpe General Hospital;Arrival time to theatre;82%;of patients arrived within appropriate time, National average 82%
41021;RJL32;Scunthorpe General Hospital;Data Quality;61%;of applicable cases included
41021;RJL32;Scunthorpe General Hospital;High risk patients transferred to critical care;56%;of high risk patients transferred, National average 87%
41021;RJL32;Scunthorpe General Hospital;Number of cases;61;cases
41021;RJL32;Scunthorpe General Hospital;Risk recorded before surgery;13%;of patients had risk recorded, National average 75%
41021;RJL32;Scunthorpe General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;66%;of high risk surgeries supervised, National average 83%
41031;RJN71;Macclesfield District General Hospital;30 day survival rate;94.40%;94.40%
41031;RJN71;Macclesfield District General Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
41031;RJN71;Macclesfield District General Hospital;Data Quality;82%;of applicable cases included
41031;RJN71;Macclesfield District General Hospital;High risk patients transferred to critical care;77%;of high risk patients transferred, National average 87%
41031;RJN71;Macclesfield District General Hospital;Number of cases;74;cases
41031;RJN71;Macclesfield District General Hospital;Risk recorded before surgery;97%;of patients had risk recorded, National average 75%
41031;RJN71;Macclesfield District General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;82%;of high risk surgeries supervised, National average 83%
41035;RJR05;Countess Of Chester Hospital;30 day survival rate;90.00%;90.00%
41035;RJR05;Countess Of Chester Hospital;Arrival time to theatre;77%;of patients arrived within appropriate time, National average 82%
41035;RJR05;Countess Of Chester Hospital;Data Quality;100%;of applicable cases included
41035;RJR05;Countess Of Chester Hospital;High risk patients transferred to critical care;84%;of high risk patients transferred, National average 87%
41035;RJR05;Countess Of Chester Hospital;Number of cases;106;cases
41035;RJR05;Countess Of Chester Hospital;Risk recorded before surgery;80%;of patients had risk recorded, National average 75%
41035;RJR05;Countess Of Chester Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;77%;of high risk surgeries supervised, National average 83%
41042;RJZ01;King's College Hospital;30 day survival rate;94.50%;94.50%
41042;RJZ01;King's College Hospital;Arrival time to theatre;62%;of patients arrived within appropriate time, National average 82%
41042;RJZ01;King's College Hospital;Data Quality;49%;of applicable cases included
41042;RJZ01;King's College Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41042;RJZ01;King's College Hospital;Number of cases;81;cases
41042;RJZ01;King's College Hospital;Risk recorded before surgery;98%;of patients had risk recorded, National average 75%
41042;RJZ01;King's College Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;75%;of high risk surgeries supervised, National average 83%
41053;RK5BC;King's Mill Hospital;30 day survival rate;85.60%;85.60%
41053;RK5BC;King's Mill Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
41053;RK5BC;King's Mill Hospital;Data Quality;75%;of applicable cases included
41053;RK5BC;King's Mill Hospital;High risk patients transferred to critical care;96%;of high risk patients transferred, National average 87%
41053;RK5BC;King's Mill Hospital;Number of cases;125;cases
41053;RK5BC;King's Mill Hospital;Risk recorded before surgery;94%;of patients had risk recorded, National average 75%
41053;RK5BC;King's Mill Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
41066;RK950;Derriford Hospital;30 day survival rate;92.80%;92.80%
41066;RK950;Derriford Hospital;Arrival time to theatre;77%;of patients arrived within appropriate time, National average 82%
41066;RK950;Derriford Hospital;Data Quality;85%;of applicable cases included
41066;RK950;Derriford Hospital;High risk patients transferred to critical care;80%;of high risk patients transferred, National average 87%
41066;RK950;Derriford Hospital;Number of cases;265;cases
41066;RK950;Derriford Hospital;Risk recorded before surgery;60%;of patients had risk recorded, National average 75%
41066;RK950;Derriford Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;70%;of high risk surgeries supervised, National average 83%
41070;RKB01;University Hospital (Coventry);30 day survival rate;88.60%;88.60%
41070;RKB01;University Hospital (Coventry);Arrival time to theatre;76%;of patients arrived within appropriate time, National average 82%
41070;RKB01;University Hospital (Coventry);Data Quality;61%;of applicable cases included
41070;RKB01;University Hospital (Coventry);High risk patients transferred to critical care;81%;of high risk patients transferred, National average 87%
41070;RKB01;University Hospital (Coventry);Number of cases;146;cases
41070;RKB01;University Hospital (Coventry);Risk recorded before surgery;63%;of patients had risk recorded, National average 75%
41070;RKB01;University Hospital (Coventry);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;70%;of high risk surgeries supervised, National average 83%
41078;RKEQ4;The Whittington Hospital;30 day survival rate;87.50%;87.50%
41078;RKEQ4;The Whittington Hospital;Arrival time to theatre;93%;of patients arrived within appropriate time, National average 82%
41078;RKEQ4;The Whittington Hospital;Data Quality;97%;of applicable cases included
41078;RKEQ4;The Whittington Hospital;High risk patients transferred to critical care;86%;of high risk patients transferred, National average 87%
41078;RKEQ4;The Whittington Hospital;Number of cases;108;cases
41078;RKEQ4;The Whittington Hospital;Risk recorded before surgery;62%;of patients had risk recorded, National average 75%
41078;RKEQ4;The Whittington Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;80%;of high risk surgeries supervised, National average 83%
41093;RL403;New Cross Hospital;30 day survival rate;88.10%;88.10%
41093;RL403;New Cross Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
41093;RL403;New Cross Hospital;Data Quality;94%;of applicable cases included
41093;RL403;New Cross Hospital;High risk patients transferred to critical care;77%;of high risk patients transferred, National average 87%
41093;RL403;New Cross Hospital;Number of cases;250;cases
41093;RL403;New Cross Hospital;Risk recorded before surgery;23%;of patients had risk recorded, National average 75%
41093;RL403;New Cross Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;98%;of high risk surgeries supervised, National average 83%
41116;RLNGL;Sunderland Royal Hospital;30 day survival rate;90.20%;90.20%
41116;RLNGL;Sunderland Royal Hospital;Arrival time to theatre;87%;of patients arrived within appropriate time, National average 82%
41116;RLNGL;Sunderland Royal Hospital;Data Quality;100%;of applicable cases included
41116;RLNGL;Sunderland Royal Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
41116;RLNGL;Sunderland Royal Hospital;Number of cases;196;cases
41116;RLNGL;Sunderland Royal Hospital;Risk recorded before surgery;93%;of patients had risk recorded, National average 75%
41116;RLNGL;Sunderland Royal Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;30 day survival rate;87.80%;87.80%
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;Arrival time to theatre;92%;of patients arrived within appropriate time, National average 82%
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;Data Quality;70%;of applicable cases included
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;Number of cases;91;cases
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;Risk recorded before surgery;43%;of patients had risk recorded, National average 75%
41122;RLQ01;The County Hospital, Wye Valley NHS Trust;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;74%;of high risk surgeries supervised, National average 83%
41134;RLT01;George Eliot Hospital;30 day survival rate;85.10%;85.10%
41134;RLT01;George Eliot Hospital;Arrival time to theatre;94%;of patients arrived within appropriate time, National average 82%
41134;RLT01;George Eliot Hospital;Data Quality;70%;of applicable cases included
41134;RLT01;George Eliot Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
41134;RLT01;George Eliot Hospital;Number of cases;81;cases
41134;RLT01;George Eliot Hospital;Risk recorded before surgery;67%;of patients had risk recorded, National average 75%
41134;RLT01;George Eliot Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;85%;of high risk surgeries supervised, National average 83%
41147;RM102;Norfolk and Norwich University Hospital;30 day survival rate;89.70%;89.70%
41147;RM102;Norfolk and Norwich University Hospital;Arrival time to theatre;76%;of patients arrived within appropriate time, National average 82%
41147;RM102;Norfolk and Norwich University Hospital;Data Quality;94%;of applicable cases included
41147;RM102;Norfolk and Norwich University Hospital;High risk patients transferred to critical care;70%;of high risk patients transferred, National average 87%
41147;RM102;Norfolk and Norwich University Hospital;Number of cases;302;cases
41147;RM102;Norfolk and Norwich University Hospital;Risk recorded before surgery;98%;of patients had risk recorded, National average 75%
41147;RM102;Norfolk and Norwich University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;58%;of high risk surgeries supervised, National average 83%
41161;RM301;Salford Royal;30 day survival rate;94.50%;94.50%
41161;RM301;Salford Royal;Arrival time to theatre;81%;of patients arrived within appropriate time, National average 82%
41161;RM301;Salford Royal;Data Quality;87%;of applicable cases included
41161;RM301;Salford Royal;High risk patients transferred to critical care;98%;of high risk patients transferred, National average 87%
41161;RM301;Salford Royal;Number of cases;160;cases
41161;RM301;Salford Royal;Risk recorded before surgery;91%;of patients had risk recorded, National average 75%
41161;RM301;Salford Royal;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
41197;RMC01;Royal Bolton Hospital;30 day survival rate;90.70%;90.70%
41197;RMC01;Royal Bolton Hospital;Arrival time to theatre;81%;of patients arrived within appropriate time, National average 82%
41197;RMC01;Royal Bolton Hospital;Data Quality;100%;of applicable cases included
41197;RMC01;Royal Bolton Hospital;High risk patients transferred to critical care;97%;of high risk patients transferred, National average 87%
41197;RMC01;Royal Bolton Hospital;Number of cases;174;cases
41197;RMC01;Royal Bolton Hospital;Risk recorded before surgery;97%;of patients had risk recorded, National average 75%
41197;RMC01;Royal Bolton Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;95%;of high risk surgeries supervised, National average 83%
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;30 day survival rate;87.50%;87.50%
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;Arrival time to theatre;96%;of patients arrived within appropriate time, National average 82%
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;Data Quality;100%;of applicable cases included
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;High risk patients transferred to critical care;76%;of high risk patients transferred, National average 87%
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;Number of cases;116;cases
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;Risk recorded before surgery;91%;of patients had risk recorded, National average 75%
41222;RMP01;Tameside & Glossop Integrated Care NHS Foundation Trust;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;86%;of high risk surgeries supervised, National average 83%
41247;RN325;The Great Western Hospital;30 day survival rate;84.10%;84.10%
41247;RN325;The Great Western Hospital;Arrival time to theatre;91%;of patients arrived within appropriate time, National average 82%
41247;RN325;The Great Western Hospital;Data Quality;100%;of applicable cases included
41247;RN325;The Great Western Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41247;RN325;The Great Western Hospital;Number of cases;185;cases
41247;RN325;The Great Western Hospital;Risk recorded before surgery;88%;of patients had risk recorded, National average 75%
41247;RN325;The Great Western Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;86%;of high risk surgeries supervised, National average 83%
41260;RN506;Basingstoke and North Hampshire Hospital;30 day survival rate;91.40%;91.40%
41260;RN506;Basingstoke and North Hampshire Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
41260;RN506;Basingstoke and North Hampshire Hospital;Data Quality;59%;of applicable cases included
41260;RN506;Basingstoke and North Hampshire Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41260;RN506;Basingstoke and North Hampshire Hospital;Number of cases;65;cases
41260;RN506;Basingstoke and North Hampshire Hospital;Risk recorded before surgery;78%;of patients had risk recorded, National average 75%
41260;RN506;Basingstoke and North Hampshire Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;97%;of high risk surgeries supervised, National average 83%
41261;RN541;Royal Hampshire County Hospital;30 day survival rate;91.00%;91.00%
41261;RN541;Royal Hampshire County Hospital;Arrival time to theatre;97%;of patients arrived within appropriate time, National average 82%
41261;RN541;Royal Hampshire County Hospital;Data Quality;100%;of applicable cases included
41261;RN541;Royal Hampshire County Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41261;RN541;Royal Hampshire County Hospital;Number of cases;99;cases
41261;RN541;Royal Hampshire County Hospital;Risk recorded before surgery;82%;of patients had risk recorded, National average 75%
41261;RN541;Royal Hampshire County Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
41265;RN707;Darent Valley Hospital;30 day survival rate;87.00%;87.00%
41265;RN707;Darent Valley Hospital;Arrival time to theatre;85%;of patients arrived within appropriate time, National average 82%
41265;RN707;Darent Valley Hospital;Data Quality;76%;of applicable cases included
41265;RN707;Darent Valley Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41265;RN707;Darent Valley Hospital;Number of cases;125;cases
41265;RN707;Darent Valley Hospital;Risk recorded before surgery;96%;of patients had risk recorded, National average 75%
41265;RN707;Darent Valley Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;94%;of high risk surgeries supervised, National average 83%
41268;RNA01;Russells Hall Hospital;30 day survival rate;91.60%;91.60%
41268;RNA01;Russells Hall Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
41268;RNA01;Russells Hall Hospital;Data Quality;100%;of applicable cases included
41268;RNA01;Russells Hall Hospital;High risk patients transferred to critical care;98%;of high risk patients transferred, National average 87%
41268;RNA01;Russells Hall Hospital;Number of cases;190;cases
41268;RNA01;Russells Hall Hospital;Risk recorded before surgery;77%;of patients had risk recorded, National average 75%
41268;RNA01;Russells Hall Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;91%;of high risk surgeries supervised, National average 83%
41302;RNLAY;Cumberland Infirmary;30 day survival rate;93.50%;93.50%
41302;RNLAY;Cumberland Infirmary;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
41302;RNLAY;Cumberland Infirmary;Data Quality;25%;of applicable cases included
41302;RNLAY;Cumberland Infirmary;High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
41302;RNLAY;Cumberland Infirmary;Number of cases;48;cases
41302;RNLAY;Cumberland Infirmary;Risk recorded before surgery;65%;of patients had risk recorded, National average 75%
41302;RNLAY;Cumberland Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
41341;RNQ51;Kettering General Hospital;30 day survival rate;90.10%;90.10%
41341;RNQ51;Kettering General Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
41341;RNQ51;Kettering General Hospital;Data Quality;65%;of applicable cases included
41341;RNQ51;Kettering General Hospital;High risk patients transferred to critical care;87%;of high risk patients transferred, National average 87%
41341;RNQ51;Kettering General Hospital;Number of cases;133;cases
41341;RNQ51;Kettering General Hospital;Risk recorded before surgery;73%;of patients had risk recorded, National average 75%
41341;RNQ51;Kettering General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;88%;of high risk surgeries supervised, National average 83%
41354;RNZ02;Salisbury District Hospital;30 day survival rate;88.30%;88.30%
41354;RNZ02;Salisbury District Hospital;Arrival time to theatre;93%;of patients arrived within appropriate time, National average 82%
41354;RNZ02;Salisbury District Hospital;Data Quality;78%;of applicable cases included
41354;RNZ02;Salisbury District Hospital;High risk patients transferred to critical care;85%;of high risk patients transferred, National average 87%
41354;RNZ02;Salisbury District Hospital;Number of cases;76;cases
41354;RNZ02;Salisbury District Hospital;Risk recorded before surgery;67%;of patients had risk recorded, National average 75%
41354;RNZ02;Salisbury District Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;82%;of high risk surgeries supervised, National average 83%
41406;RP5DR;Doncaster Royal Infirmary;30 day survival rate;93.20%;93.20%
41406;RP5DR;Doncaster Royal Infirmary;Arrival time to theatre;91%;of patients arrived within appropriate time, National average 82%
41406;RP5DR;Doncaster Royal Infirmary;Data Quality;35%;of applicable cases included
41406;RP5DR;Doncaster Royal Infirmary;High risk patients transferred to critical care;71%;of high risk patients transferred, National average 87%
41406;RP5DR;Doncaster Royal Infirmary;Number of cases;88;cases
41406;RP5DR;Doncaster Royal Infirmary;Risk recorded before surgery;49%;of patients had risk recorded, National average 75%
41406;RP5DR;Doncaster Royal Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;78%;of high risk surgeries supervised, National average 83%
41440;RPA02;Medway Maritime Hospital;30 day survival rate;86.80%;86.80%
